"","id","condition","model","parsname","pars","LL","BIC","AIC"
"278",135,"Decreasing","RFTDDM","t0",2.88297105011749e-11,502.799777384374,1032.33800167942,1032.33800167942
"279",135,"Decreasing","RFTDDM","nk",48,502.799777384374,1032.33800167942,1032.33800167942
"280",135,"Decreasing","RFTDDM","m",0.00535134497355998,502.799777384374,1032.33800167942,1032.33800167942
"281",136,"Decreasing","CtlDDM","a",0.942068432328127,726.347361392049,1472.7485579671,1458.6947227841
"282",136,"Decreasing","CtlDDM","t0",1e-10,726.347361392049,1472.7485579671,1458.6947227841
"283",136,"Decreasing","CtlDDM","m",0.01,726.347361392049,1472.7485579671,1458.6947227841
"284",136,"Decreasing","RFTDDM","a",1.06902260845178,991.790009714175,2010.31846633902,2010.31846633902
"285",136,"Decreasing","RFTDDM","t0",1.92632391290638e-11,991.790009714175,2010.31846633902,2010.31846633902
"286",136,"Decreasing","RFTDDM","nk",10,991.790009714175,2010.31846633902,2010.31846633902
"287",136,"Decreasing","RFTDDM","m",0.001,991.790009714175,2010.31846633902,2010.31846633902
"288",137,"Stable","CtlDDM","a",1.59787454403908,41.1164383886192,102.286711960242,88.2328767772385
"289",137,"Stable","CtlDDM","t0",1e-10,41.1164383886192,102.286711960242,88.2328767772385
"290",137,"Stable","CtlDDM","m",0.0294325359809709,41.1164383886192,102.286711960242,88.2328767772385
"291",137,"Stable","RFTDDM","a",1.98192723096615,550.189088231321,1127.11662337331,1127.11662337331
"292",137,"Stable","RFTDDM","t0",1.46423164290728e-10,550.189088231321,1127.11662337331,1127.11662337331
"293",137,"Stable","RFTDDM","nk",80,550.189088231321,1127.11662337331,1127.11662337331
"294",137,"Stable","RFTDDM","m",0.0111676824284555,550.189088231321,1127.11662337331,1127.11662337331
"295",138,"Decreasing","CtlDDM","a",0.876147238200481,410.743415205048,841.5406655931,827.486830410096
"296",138,"Decreasing","CtlDDM","t0",1e-10,410.743415205048,841.5406655931,827.486830410096
"297",138,"Decreasing","CtlDDM","m",0.0130110789271635,410.743415205048,841.5406655931,827.486830410096
"298",138,"Decreasing","RFTDDM","a",1.11334775101644,400.257567743537,827.253582397745,827.253582397745
"299",138,"Decreasing","RFTDDM","t0",5.70420672925592e-11,400.257567743537,827.253582397745,827.253582397745
"300",138,"Decreasing","RFTDDM","nk",24,400.257567743537,827.253582397745,827.253582397745
"301",138,"Decreasing","RFTDDM","m",0.00213356092706461,400.257567743537,827.253582397745,827.253582397745
"302",139,"Stable","CtlDDM","a",1.03252930263897,264.861545633461,549.776926449926,535.723091266922
"303",139,"Stable","CtlDDM","t0",1e-10,264.861545633461,549.776926449926,535.723091266922
"304",139,"Stable","CtlDDM","m",0.0232406716365685,264.861545633461,549.776926449926,535.723091266922
"305",139,"Stable","RFTDDM","a",1.3543769516018,393.583427138675,813.905301188022,813.905301188022
"306",139,"Stable","RFTDDM","t0",1.66005614280682e-10,393.583427138675,813.905301188022,813.905301188022
"307",139,"Stable","RFTDDM","nk",100,393.583427138675,813.905301188022,813.905301188022
"308",139,"Stable","RFTDDM","m",0.0117550094527422,393.583427138675,813.905301188022,813.905301188022
"309",14,"Decreasing","CtlDDM","a",1.0079651523858,486.998855427652,994.051546038308,979.997710855304
"310",14,"Decreasing","CtlDDM","t0",1e-10,486.998855427652,994.051546038308,979.997710855304
"311",14,"Decreasing","CtlDDM","m",0.01,486.998855427652,994.051546038308,979.997710855304
"312",14,"Decreasing","RFTDDM","a",1.25288720419689,572.507099692888,1171.75264629645,1171.75264629645
"313",14,"Decreasing","RFTDDM","t0",1.43528619849125e-10,572.507099692888,1171.75264629645,1171.75264629645
"314",14,"Decreasing","RFTDDM","nk",29,572.507099692888,1171.75264629645,1171.75264629645
"315",14,"Decreasing","RFTDDM","m",0.001,572.507099692888,1171.75264629645,1171.75264629645
"316",140,"Stable","CtlDDM","a",0.925770968375903,495.416071549149,1010.8859782813,996.832143098298
"317",140,"Stable","CtlDDM","t0",1e-10,495.416071549149,1010.8859782813,996.832143098298
"318",140,"Stable","CtlDDM","m",0.0181925908196048,495.416071549149,1010.8859782813,996.832143098298
"319",140,"Stable","RFTDDM","a",1.04562469238139,726.413645913245,1479.56573873716,1479.56573873716
"320",140,"Stable","RFTDDM","t0",8.0032250871469e-10,726.413645913245,1479.56573873716,1479.56573873716
"321",140,"Stable","RFTDDM","nk",87,726.413645913245,1479.56573873716,1479.56573873716
"322",140,"Stable","RFTDDM","m",0.0059361819830421,726.413645913245,1479.56573873716,1479.56573873716
"323",141,"Stable","CtlDDM","a",0.813920835562976,141.381192810966,302.816220804936,288.762385621932
"324",141,"Stable","CtlDDM","t0",1e-10,141.381192810966,302.816220804936,288.762385621932
"325",141,"Stable","CtlDDM","m",0.026597037121707,141.381192810966,302.816220804936,288.762385621932
"326",141,"Stable","RFTDDM","a",1.05280285033241,152.591384772764,331.9212164562,331.9212164562
"327",141,"Stable","RFTDDM","t0",1.01024941646249e-11,152.591384772764,331.9212164562,331.9212164562
"328",141,"Stable","RFTDDM","nk",100,152.591384772764,331.9212164562,331.9212164562
"329",141,"Stable","RFTDDM","m",0.0121180977580308,152.591384772764,331.9212164562,331.9212164562
"330",142,"Stable","CtlDDM","a",1.00806816188165,2105.12009199871,4230.29401918042,4216.24018399741
"331",142,"Stable","CtlDDM","t0",1e-10,2105.12009199871,4230.29401918042,4216.24018399741
"332",142,"Stable","CtlDDM","m",0.01,2105.12009199871,4230.29401918042,4216.24018399741
"333",142,"Stable","RFTDDM","a",1.24180063836401,1553.06380418959,3132.86605528986,3132.86605528986
"334",142,"Stable","RFTDDM","t0",1e-10,1553.06380418959,3132.86605528986,3132.86605528986
"335",142,"Stable","RFTDDM","nk",98,1553.06380418959,3132.86605528986,3132.86605528986
"336",142,"Stable","RFTDDM","m",0.00341400742366769,1553.06380418959,3132.86605528986,3132.86605528986
"337",143,"Decreasing","CtlDDM","a",1.16279035580525,607.785190757347,1235.6242166977,1221.57038151469
"338",143,"Decreasing","CtlDDM","t0",1e-10,607.785190757347,1235.6242166977,1221.57038151469
"339",143,"Decreasing","CtlDDM","m",0.0153495934992524,607.785190757347,1235.6242166977,1221.57038151469
"340",143,"Decreasing","RFTDDM","a",1.53054586244668,677.220706543689,1381.17985999805,1381.17985999805
"341",143,"Decreasing","RFTDDM","t0",2.42079129023702e-10,677.220706543689,1381.17985999805,1381.17985999805
"342",143,"Decreasing","RFTDDM","nk",80,677.220706543689,1381.17985999805,1381.17985999805
"343",143,"Decreasing","RFTDDM","m",0.0071995581827402,677.220706543689,1381.17985999805,1381.17985999805
"344",144,"Stable","CtlDDM","a",1.29707726432386,1896.9514134888,3813.9566621606,3799.90282697759
"345",144,"Stable","CtlDDM","t0",1e-10,1896.9514134888,3813.9566621606,3799.90282697759
"346",144,"Stable","CtlDDM","m",0.01,1896.9514134888,3813.9566621606,3799.90282697759
"347",144,"Stable","RFTDDM","a",1.69840148967264,1455.45789699134,2937.65424089336,2937.65424089336
"348",144,"Stable","RFTDDM","t0",1.10359179529715e-10,1455.45789699134,2937.65424089336,2937.65424089336
"349",144,"Stable","RFTDDM","nk",23,1455.45789699134,2937.65424089336,2937.65424089336
"350",144,"Stable","RFTDDM","m",0.00328606726986531,1455.45789699134,2937.65424089336,2937.65424089336
"351",145,"Stable","CtlDDM","a",1.22369162483451,734.322326157504,1488.69848749801,1474.64465231501
"352",145,"Stable","CtlDDM","t0",1e-10,734.322326157504,1488.69848749801,1474.64465231501
"353",145,"Stable","CtlDDM","m",0.0159492664742916,734.322326157504,1488.69848749801,1474.64465231501
"354",145,"Stable","RFTDDM","a",1.64414006337005,741.946572751225,1510.63159241312,1510.63159241312
"355",145,"Stable","RFTDDM","t0",1.66444037981347e-08,741.946572751225,1510.63159241312,1510.63159241312
"356",145,"Stable","RFTDDM","nk",100,741.946572751225,1510.63159241312,1510.63159241312
"357",145,"Stable","RFTDDM","m",0.00538564423755909,741.946572751225,1510.63159241312,1510.63159241312
"358",146,"Stable","CtlDDM","a",0.749533088192749,-200.411534295272,-380.76923340754,-394.823068590543
"359",146,"Stable","CtlDDM","t0",1e-10,-200.411534295272,-380.76923340754,-394.823068590543
"360",146,"Stable","CtlDDM","m",0.0318071601495803,-200.411534295272,-380.76923340754,-394.823068590543
"361",146,"Stable","RFTDDM","a",0.948425735986868,-62.0621487970515,-97.3858506834312,-97.3858506834312
"362",146,"Stable","RFTDDM","t0",2.9341462666955e-13,-62.0621487970515,-97.3858506834312,-97.3858506834312
"363",146,"Stable","RFTDDM","nk",65,-62.0621487970515,-97.3858506834312,-97.3858506834312
"364",146,"Stable","RFTDDM","m",0.0155343166631619,-62.0621487970515,-97.3858506834312,-97.3858506834312
"365",147,"Decreasing","CtlDDM","a",1.15594335190945,633.514777300503,1287.08338978401,1273.02955460101
"366",147,"Decreasing","CtlDDM","t0",1e-10,633.514777300503,1287.08338978401,1273.02955460101
"367",147,"Decreasing","CtlDDM","m",0.01,633.514777300503,1287.08338978401,1273.02955460101
"368",147,"Decreasing","RFTDDM","a",1.16740417706109,1152.2667763558,2331.27199962227,2331.27199962227
"369",147,"Decreasing","RFTDDM","t0",4.09726219415576e-11,1152.2667763558,2331.27199962227,2331.27199962227
"370",147,"Decreasing","RFTDDM","nk",86,1152.2667763558,2331.27199962227,2331.27199962227
"371",147,"Decreasing","RFTDDM","m",0.001,1152.2667763558,2331.27199962227,2331.27199962227
"372",148,"Decreasing","CtlDDM","a",1.044732964456,938.833647611453,1897.72113040591,1883.66729522291
"373",148,"Decreasing","CtlDDM","t0",1e-10,938.833647611453,1897.72113040591,1883.66729522291
"374",148,"Decreasing","CtlDDM","m",0.01,938.833647611453,1897.72113040591,1883.66729522291
"375",148,"Decreasing","RFTDDM","a",1.28665283888158,851.322611194258,1729.38366929919,1729.38366929919
"376",148,"Decreasing","RFTDDM","t0",1.07296975366373e-11,851.322611194258,1729.38366929919,1729.38366929919
"377",148,"Decreasing","RFTDDM","nk",27,851.322611194258,1729.38366929919,1729.38366929919
"378",148,"Decreasing","RFTDDM","m",0.001,851.322611194258,1729.38366929919,1729.38366929919
"379",149,"Stable","CtlDDM","a",1.00348115239683,-49.0838986211703,-78.1139620593368,-92.1677972423406
"380",149,"Stable","CtlDDM","t0",1e-10,-49.0838986211703,-78.1139620593368,-92.1677972423406
"381",149,"Stable","CtlDDM","m",0.0185617039735679,-49.0838986211703,-78.1139620593368,-92.1677972423406
"382",149,"Stable","RFTDDM","a",1.08179831160362,400.338841193578,827.416129297828,827.416129297828
"383",149,"Stable","RFTDDM","t0",2.73000404936729e-09,400.338841193578,827.416129297828,827.416129297828
"384",149,"Stable","RFTDDM","nk",90,400.338841193578,827.416129297828,827.416129297828
"385",149,"Stable","RFTDDM","m",0.00294378523538834,400.338841193578,827.416129297828,827.416129297828
"386",15,"Decreasing","CtlDDM","a",1.01296189463018,666.046703324972,1352.14724183295,1338.09340664994
"387",15,"Decreasing","CtlDDM","t0",1e-10,666.046703324972,1352.14724183295,1338.09340664994
"388",15,"Decreasing","CtlDDM","m",0.01,666.046703324972,1352.14724183295,1338.09340664994
"389",15,"Decreasing","RFTDDM","a",1.2143269494651,677.031719241355,1380.80188539338,1380.80188539338
"390",15,"Decreasing","RFTDDM","t0",2.48170315413855e-10,677.031719241355,1380.80188539338,1380.80188539338
"391",15,"Decreasing","RFTDDM","nk",35,677.031719241355,1380.80188539338,1380.80188539338
"392",15,"Decreasing","RFTDDM","m",0.001,677.031719241355,1380.80188539338,1380.80188539338
"393",150,"Decreasing","CtlDDM","a",0.97021996529943,1846.3131836075,3712.68020239801,3698.62636721501
"394",150,"Decreasing","CtlDDM","t0",1e-10,1846.3131836075,3712.68020239801,3698.62636721501
"395",150,"Decreasing","CtlDDM","m",0.01,1846.3131836075,3712.68020239801,3698.62636721501
"396",150,"Decreasing","RFTDDM","a",1.32090275016795,1159.97947459975,2346.69739611018,2346.69739611018
"397",150,"Decreasing","RFTDDM","t0",1.54808870220411e-12,1159.97947459975,2346.69739611018,2346.69739611018
"398",150,"Decreasing","RFTDDM","nk",12,1159.97947459975,2346.69739611018,2346.69739611018
"399",150,"Decreasing","RFTDDM","m",0.001,1159.97947459975,2346.69739611018,2346.69739611018
"400",151,"Decreasing","CtlDDM","a",0.866835207597471,627.459802738762,1274.97344066053,1260.91960547752
"401",151,"Decreasing","CtlDDM","t0",1e-10,627.459802738762,1274.97344066053,1260.91960547752
"402",151,"Decreasing","CtlDDM","m",0.01,627.459802738762,1274.97344066053,1260.91960547752
"403",151,"Decreasing","RFTDDM","a",1.17641946831762,407.773173265499,842.284793441671,842.284793441671
"404",151,"Decreasing","RFTDDM","t0",6.81037526337877e-12,407.773173265499,842.284793441671,842.284793441671
"405",151,"Decreasing","RFTDDM","nk",18,407.773173265499,842.284793441671,842.284793441671
"406",151,"Decreasing","RFTDDM","m",0.001,407.773173265499,842.284793441671,842.284793441671
"407",152,"Stable","CtlDDM","a",0.963149688482802,453.474039593589,927.001914370182,912.948079187178
"408",152,"Stable","CtlDDM","t0",1e-10,453.474039593589,927.001914370182,912.948079187178
"409",152,"Stable","CtlDDM","m",0.0187482528610757,453.474039593589,927.001914370182,912.948079187178
"410",152,"Stable","RFTDDM","a",1.09940131103077,683.766158682955,1394.27076427658,1394.27076427658
"411",152,"Stable","RFTDDM","t0",8.43382065543188e-11,683.766158682955,1394.27076427658,1394.27076427658
"412",152,"Stable","RFTDDM","nk",100,683.766158682955,1394.27076427658,1394.27076427658
"413",152,"Stable","RFTDDM","m",0.00590935070998245,683.766158682955,1394.27076427658,1394.27076427658
"414",153,"Decreasing","CtlDDM","a",0.919952877768652,555.652127662233,1131.35809050747,1117.30425532447
"415",153,"Decreasing","CtlDDM","t0",1e-10,555.652127662233,1131.35809050747,1117.30425532447
"416",153,"Decreasing","CtlDDM","m",0.01,555.652127662233,1131.35809050747,1117.30425532447
"417",153,"Decreasing","RFTDDM","a",1.17609393590593,466.657254704146,960.052956318964,960.052956318964
"418",153,"Decreasing","RFTDDM","t0",8.30734428331471e-11,466.657254704146,960.052956318964,960.052956318964
"419",153,"Decreasing","RFTDDM","nk",15,466.657254704146,960.052956318964,960.052956318964
"420",153,"Decreasing","RFTDDM","m",0.001,466.657254704146,960.052956318964,960.052956318964
"421",154,"Stable","CtlDDM","a",1.13254540892032,806.57964335516,1633.21312189332,1619.15928671032
"422",154,"Stable","CtlDDM","t0",1e-10,806.57964335516,1633.21312189332,1619.15928671032
"423",154,"Stable","CtlDDM","m",0.0171570266712585,806.57964335516,1633.21312189332,1619.15928671032
"424",154,"Stable","RFTDDM","a",1.63411340785836,639.508141141284,1305.75472919324,1305.75472919324
"425",154,"Stable","RFTDDM","t0",1.62057907723703e-10,639.508141141284,1305.75472919324,1305.75472919324
"426",154,"Stable","RFTDDM","nk",98,639.508141141284,1305.75472919324,1305.75472919324
"427",154,"Stable","RFTDDM","m",0.00993652975087448,639.508141141284,1305.75472919324,1305.75472919324
"428",155,"Stable","CtlDDM","a",0.855550228457215,89.2288864041896,198.511607991383,184.457772808379
"429",155,"Stable","CtlDDM","t0",1e-10,89.2288864041896,198.511607991383,184.457772808379
"430",155,"Stable","CtlDDM","m",0.0262641505663659,89.2288864041896,198.511607991383,184.457772808379
"431",155,"Stable","RFTDDM","a",1.10244037803595,178.9922669695,384.722980849673,384.722980849673
"432",155,"Stable","RFTDDM","t0",3.76542443799065e-11,178.9922669695,384.722980849673,384.722980849673
"433",155,"Stable","RFTDDM","nk",90,178.9922669695,384.722980849673,384.722980849673
"434",155,"Stable","RFTDDM","m",0.0134212766679089,178.9922669695,384.722980849673,384.722980849673
"435",156,"Stable","CtlDDM","a",0.73379132239351,462.422235954812,944.898307092629,930.844471909625
"436",156,"Stable","CtlDDM","t0",1e-10,462.422235954812,944.898307092629,930.844471909625
"437",156,"Stable","CtlDDM","m",0.0233755077041701,462.422235954812,944.898307092629,930.844471909625
"438",156,"Stable","RFTDDM","a",0.930420346428793,283.650885336076,594.040217582823,594.040217582823
"439",156,"Stable","RFTDDM","t0",1.49178923322805e-11,283.650885336076,594.040217582823,594.040217582823
"440",156,"Stable","RFTDDM","nk",100,283.650885336076,594.040217582823,594.040217582823
"441",156,"Stable","RFTDDM","m",0.0108405368783795,283.650885336076,594.040217582823,594.040217582823
"442",157,"Stable","CtlDDM","a",0.824627149602096,509.800695003711,1039.65522519043,1025.60139000742
"443",157,"Stable","CtlDDM","t0",1e-10,509.800695003711,1039.65522519043,1025.60139000742
"444",157,"Stable","CtlDDM","m",0.0222386591223161,509.800695003711,1039.65522519043,1025.60139000742
"445",157,"Stable","RFTDDM","a",1.02162829470312,453.657173735152,934.052794380976,934.052794380976
"446",157,"Stable","RFTDDM","t0",6.9184902361427e-11,453.657173735152,934.052794380976,934.052794380976
"447",157,"Stable","RFTDDM","nk",56,453.657173735152,934.052794380976,934.052794380976
"448",157,"Stable","RFTDDM","m",0.00893677978805779,453.657173735152,934.052794380976,934.052794380976
"449",158,"Decreasing","CtlDDM","a",0.98605574190563,254.353450098281,528.760735379566,514.706900196562
"450",158,"Decreasing","CtlDDM","t0",1e-10,254.353450098281,528.760735379566,514.706900196562
"451",158,"Decreasing","CtlDDM","m",0.0145145364527978,254.353450098281,528.760735379566,514.706900196562
"452",158,"Decreasing","RFTDDM","a",1.21821548429813,933.21707715469,1893.17260122005,1893.17260122005
"453",158,"Decreasing","RFTDDM","t0",6.57135433386676e-10,933.21707715469,1893.17260122005,1893.17260122005
"454",158,"Decreasing","RFTDDM","nk",80,933.21707715469,1893.17260122005,1893.17260122005
"455",158,"Decreasing","RFTDDM","m",0.05,933.21707715469,1893.17260122005,1893.17260122005
"456",159,"Decreasing","CtlDDM","a",0.967377291982099,586.455286868105,1192.96440891921,1178.91057373621
"457",159,"Decreasing","CtlDDM","t0",1e-10,586.455286868105,1192.96440891921,1178.91057373621
"458",159,"Decreasing","CtlDDM","m",0.014227183187144,586.455286868105,1192.96440891921,1178.91057373621
"459",159,"Decreasing","RFTDDM","a",1.28181309239241,482.655581749197,992.049610409065,992.049610409065
"460",159,"Decreasing","RFTDDM","t0",2.19915695767107e-10,482.655581749197,992.049610409065,992.049610409065
"461",159,"Decreasing","RFTDDM","nk",43,482.655581749197,992.049610409065,992.049610409065
"462",159,"Decreasing","RFTDDM","m",0.00561865228457305,482.655581749197,992.049610409065,992.049610409065
"463",16,"Decreasing","CtlDDM","a",1.33878158521277,1185.02330241255,2390.1004400081,2376.04660482509
"464",16,"Decreasing","CtlDDM","t0",1e-10,1185.02330241255,2390.1004400081,2376.04660482509
"465",16,"Decreasing","CtlDDM","m",0.0100830615037751,1185.02330241255,2390.1004400081,2376.04660482509
"466",16,"Decreasing","RFTDDM","a",1.68430578907405,1113.34864588555,2253.43573868177,2253.43573868177
"467",16,"Decreasing","RFTDDM","t0",5.03842434098315e-10,1113.34864588555,2253.43573868177,2253.43573868177
"468",16,"Decreasing","RFTDDM","nk",65,1113.34864588555,2253.43573868177,2253.43573868177
"469",16,"Decreasing","RFTDDM","m",0.00518776648283351,1113.34864588555,2253.43573868177,2253.43573868177
"470",160,"Decreasing","CtlDDM","a",0.985410681566383,940.983495736459,1902.02082665592,1887.96699147292
"471",160,"Decreasing","CtlDDM","t0",1e-10,940.983495736459,1902.02082665592,1887.96699147292
"472",160,"Decreasing","CtlDDM","m",0.01,940.983495736459,1902.02082665592,1887.96699147292
"473",160,"Decreasing","RFTDDM","a",1.22036454230648,824.537527369646,1675.81350164996,1675.81350164996
"474",160,"Decreasing","RFTDDM","t0",1.89136022603996e-10,824.537527369646,1675.81350164996,1675.81350164996
"475",160,"Decreasing","RFTDDM","nk",27,824.537527369646,1675.81350164996,1675.81350164996
"476",160,"Decreasing","RFTDDM","m",0.001,824.537527369646,1675.81350164996,1675.81350164996
"477",161,"Decreasing","CtlDDM","a",1.01668664949509,819.74962156142,1659.55307830584,1645.49924312284
"478",161,"Decreasing","CtlDDM","t0",1e-10,819.74962156142,1659.55307830584,1645.49924312284
"479",161,"Decreasing","CtlDDM","m",0.01,819.74962156142,1659.55307830584,1645.49924312284
"480",161,"Decreasing","RFTDDM","a",1.28095989953992,741.307825304993,1509.35409752066,1509.35409752066
"481",161,"Decreasing","RFTDDM","t0",2.04300712513636e-11,741.307825304993,1509.35409752066,1509.35409752066
"482",161,"Decreasing","RFTDDM","nk",79,741.307825304993,1509.35409752066,1509.35409752066
"483",161,"Decreasing","RFTDDM","m",0.001,741.307825304993,1509.35409752066,1509.35409752066
"484",162,"Stable","CtlDDM","a",0.817928023497331,-189.027203108088,-358.000571033171,-372.054406216175
"485",162,"Stable","CtlDDM","t0",1e-10,-189.027203108088,-358.000571033171,-372.054406216175
"486",162,"Stable","CtlDDM","m",0.0311406254384015,-189.027203108088,-358.000571033171,-372.054406216175
"487",162,"Stable","RFTDDM","a",1.01297794807795,25.2673740684151,77.2731950475019,77.2731950475019
"488",162,"Stable","RFTDDM","t0",4.59228454110433e-12,25.2673740684151,77.2731950475019,77.2731950475019
"489",162,"Stable","RFTDDM","nk",100,25.2673740684151,77.2731950475019,77.2731950475019
"490",162,"Stable","RFTDDM","m",0.0149770476491352,25.2673740684151,77.2731950475019,77.2731950475019
"491",163,"Decreasing","CtlDDM","a",1.11252687684504,447.999100607632,916.052036398267,901.998201215263
"492",163,"Decreasing","CtlDDM","t0",1e-10,447.999100607632,916.052036398267,901.998201215263
"493",163,"Decreasing","CtlDDM","m",0.0100403344530617,447.999100607632,916.052036398267,901.998201215263
"494",163,"Decreasing","RFTDDM","a",1.41639802761705,541.629784745538,1109.99801640175,1109.99801640175
"495",163,"Decreasing","RFTDDM","t0",1e-10,541.629784745538,1109.99801640175,1109.99801640175
"496",163,"Decreasing","RFTDDM","nk",35,541.629784745538,1109.99801640175,1109.99801640175
"497",163,"Decreasing","RFTDDM","m",0.001,541.629784745538,1109.99801640175,1109.99801640175
"498",164,"Decreasing","CtlDDM","a",1.15695458867187,571.496445346177,1163.04672587536,1148.99289069235
"499",164,"Decreasing","CtlDDM","t0",1e-10,571.496445346177,1163.04672587536,1148.99289069235
"500",164,"Decreasing","CtlDDM","m",0.0136615176685436,571.496445346177,1163.04672587536,1148.99289069235
"501",164,"Decreasing","RFTDDM","a",1.59040476477505,508.921235645518,1044.58091820171,1044.58091820171
"502",164,"Decreasing","RFTDDM","t0",9.82751984100791e-10,508.921235645518,1044.58091820171,1044.58091820171
"503",164,"Decreasing","RFTDDM","nk",41,508.921235645518,1044.58091820171,1044.58091820171
"504",164,"Decreasing","RFTDDM","m",0.00551576567509022,508.921235645518,1044.58091820171,1044.58091820171
"505",165,"Decreasing","CtlDDM","a",0.756338179432377,374.682322670801,769.418480524606,755.364645341602
"506",165,"Decreasing","CtlDDM","t0",1e-10,374.682322670801,769.418480524606,755.364645341602
"507",165,"Decreasing","CtlDDM","m",0.01,374.682322670801,769.418480524606,755.364645341602
"508",165,"Decreasing","RFTDDM","a",0.884621805089179,422.882700934668,872.503848780007,872.503848780007
"509",165,"Decreasing","RFTDDM","t0",1.81286944267931e-11,422.882700934668,872.503848780007,872.503848780007
"510",165,"Decreasing","RFTDDM","nk",27,422.882700934668,872.503848780007,872.503848780007
"511",165,"Decreasing","RFTDDM","m",0.001,422.882700934668,872.503848780007,872.503848780007
"512",166,"Stable","CtlDDM","a",1.23896941020925,384.826578151085,789.706991485173,775.65315630217
"513",166,"Stable","CtlDDM","t0",1e-10,384.826578151085,789.706991485173,775.65315630217
"514",166,"Stable","CtlDDM","m",0.0244488736474482,384.826578151085,789.706991485173,775.65315630217
"515",166,"Stable","RFTDDM","a",1.59958532781474,553.390864182947,1133.52017527656,1133.52017527656
"516",166,"Stable","RFTDDM","t0",4.13787473121793e-11,553.390864182947,1133.52017527656,1133.52017527656
"517",166,"Stable","RFTDDM","nk",80,553.390864182947,1133.52017527656,1133.52017527656
"518",166,"Stable","RFTDDM","m",0.0121738216965828,553.390864182947,1133.52017527656,1133.52017527656
"519",167,"Decreasing","CtlDDM","a",1.11951603520908,724.733532352219,1469.52089988744,1455.46706470444
"520",167,"Decreasing","CtlDDM","t0",1e-10,724.733532352219,1469.52089988744,1455.46706470444
"521",167,"Decreasing","CtlDDM","m",0.0152117385133504,724.733532352219,1469.52089988744,1455.46706470444
"522",167,"Decreasing","RFTDDM","a",1.45762420759472,589.350898133339,1205.44024317735,1205.44024317735
"523",167,"Decreasing","RFTDDM","t0",1.23192461134162e-10,589.350898133339,1205.44024317735,1205.44024317735
"524",167,"Decreasing","RFTDDM","nk",87,589.350898133339,1205.44024317735,1205.44024317735
"525",167,"Decreasing","RFTDDM","m",0.00696648578860644,589.350898133339,1205.44024317735,1205.44024317735
"526",168,"Stable","CtlDDM","a",0.659841407579788,379.951342595933,779.95652037487,765.902685191867
"527",168,"Stable","CtlDDM","t0",1e-10,379.951342595933,779.95652037487,765.902685191867
"528",168,"Stable","CtlDDM","m",0.0188198394486716,379.951342595933,779.95652037487,765.902685191867
"529",168,"Stable","RFTDDM","a",0.742963894743953,473.658664594153,974.055776098978,974.055776098978
"530",168,"Stable","RFTDDM","t0",1.28627682311394e-11,473.658664594153,974.055776098978,974.055776098978
"531",168,"Stable","RFTDDM","nk",98,473.658664594153,974.055776098978,974.055776098978
"532",168,"Stable","RFTDDM","m",0.00397271043794249,473.658664594153,974.055776098978,974.055776098978
"533",169,"Stable","CtlDDM","a",0.774695337124969,267.707167689264,555.468170561531,541.414335378528
"534",169,"Stable","CtlDDM","t0",1e-10,267.707167689264,555.468170561531,541.414335378528
"535",169,"Stable","CtlDDM","m",0.023539514818078,267.707167689264,555.468170561531,541.414335378528
"536",169,"Stable","RFTDDM","a",0.977945844091557,220.714083726968,468.166614364608,468.166614364608
"537",169,"Stable","RFTDDM","t0",3.54835495703241e-11,220.714083726968,468.166614364608,468.166614364608
"538",169,"Stable","RFTDDM","nk",62,220.714083726968,468.166614364608,468.166614364608
"539",169,"Stable","RFTDDM","m",0.0113015433433649,220.714083726968,468.166614364608,468.166614364608
"540",17,"Decreasing","CtlDDM","a",1.5192302358542,1154.09928614165,2328.25240746631,2314.19857228331
"541",17,"Decreasing","CtlDDM","t0",1e-10,1154.09928614165,2328.25240746631,2314.19857228331
"542",17,"Decreasing","CtlDDM","m",0.0116279478642825,1154.09928614165,2328.25240746631,2314.19857228331
"543",17,"Decreasing","RFTDDM","a",1.91087073627422,1249.55532548576,2525.84909788219,2525.84909788219
"544",17,"Decreasing","RFTDDM","t0",4.633318478137e-12,1249.55532548576,2525.84909788219,2525.84909788219
"545",17,"Decreasing","RFTDDM","nk",99,1249.55532548576,2525.84909788219,2525.84909788219
"546",17,"Decreasing","RFTDDM","m",0.0045250639563976,1249.55532548576,2525.84909788219,2525.84909788219
"547",170,"Stable","CtlDDM","a",1.02930802174613,423.637414105783,867.32866339457,853.274828211566
"548",170,"Stable","CtlDDM","t0",1e-10,423.637414105783,867.32866339457,853.274828211566
"549",170,"Stable","CtlDDM","m",0.0197208360346648,423.637414105783,867.32866339457,853.274828211566
"550",170,"Stable","RFTDDM","a",1.24501359707339,586.737656756144,1200.21376042296,1200.21376042296
"551",170,"Stable","RFTDDM","t0",7.07377998639123e-10,586.737656756144,1200.21376042296,1200.21376042296
"552",170,"Stable","RFTDDM","nk",89,586.737656756144,1200.21376042296,1200.21376042296
"553",170,"Stable","RFTDDM","m",0.0073581343032235,586.737656756144,1200.21376042296,1200.21376042296
"554",171,"Stable","CtlDDM","a",0.672346655411386,832.887459867763,1685.82875491853,1671.77491973553
"555",171,"Stable","CtlDDM","t0",1e-10,832.887459867763,1685.82875491853,1671.77491973553
"556",171,"Stable","CtlDDM","m",0.0167007780584157,832.887459867763,1685.82875491853,1671.77491973553
